,names_to_use,GS,genus,phylum,class,order,family,Life_style,trophicMode
3261,Sodiomyces alcalophilus,49.76,Sodiomyces,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,NA,NA
3262,Sodiomyces alkalinus,43.45,Sodiomyces,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,NA,NA
3263,Solicoccozyma phenolica,22.26,Solicoccozyma,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,NA,NA
3264,Solicoccozyma terricola,23.42,Solicoccozyma,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,NA,NA
3265,Sordaria brevicollis,53.09,Sordaria,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,NA,NA
3266,Sordaria humana,39.45,Sordaria,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,NA,NA
3267,Sordaria macrospora,38.54,Sordaria,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,NA,NA
3268,Sparassis crispa,39.02,Sparassis,Basidiomycota,Agaricomycetes,Polyporales,Sparassidaceae,NA,NA
3269,Sparassis crispa,39.02,Sparassis,Basidiomycota,Agaricomycetes,Polyporales,Sparassidaceae,NA,NA
3270,Sparassis latifolia,42.5,Sparassis,Basidiomycota,Agaricomycetes,Polyporales,Sparassidaceae,Facultative association,Patotroph
3271,Spathaspora arborariae,12.79,Spathaspora,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
3272,Spathaspora boniae,12.3,Spathaspora,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
3273,Spathaspora girioi,14.81,Spathaspora,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
3274,Spathaspora gorwiae,14.89,Spathaspora,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
3275,Spathaspora hagerdaliae,16.61,Spathaspora,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
3276,Spathaspora passalidarum,13.19,Spathaspora,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,NA,NA
3277,Spathularia flavida,36.1,Spathularia,Ascomycota,Leotiomycetes,Rhytismatales,Cudoniaceae,NA,NA
3278,Spathularia pectinata,100.13,Spathularia,Ascomycota,Leotiomycetes,Rhytismatales,Cudoniaceae,NA,NA
3279,Spencermartinsiella europaea,14.71,Spencermartinsiella,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,NA,NA
3280,Sphaceloma murrayae,20.72,Sphaceloma,Ascomycota,Dothideomycetes,Myriangiales,Elsinoaceae,NA,NA
3281,Sphaerobolus stellatus,176.37,Sphaerobolus,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,NA,NA
3282,Sphaeropsis sapinea,35.85,Sphaeropsis,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,NA,NA
3283,Sphaerosporella brunnea,51.6,Sphaerosporella,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
3284,Sphaerostilbella aureonitens,24.51,Sphaerostilbella,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA
3285,Sphaerostilbella berkeleyana,27.74,Sphaerostilbella,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,NA,NA
3286,Sphaerulina musiva,29.35,Sphaerulina,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,NA,NA
3287,Sphaerulina musiva,29.35,Sphaerulina,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,NA,NA
3288,Sphaerulina musiva,29.35,Sphaerulina,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,NA,NA
3289,Sphaerulina populicola,33.19,Sphaerulina,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,NA,NA
3290,Spinellus fusiger,38.2,Spinellus,Mucoromycota,Mucoromycetes,Mucorales,Phycomycetaceae,NA,NA
3291,Spizellomyces punctatus,24.13,Spizellomyces,Chytridiomycota,Chytridiomycetes,Spizellomycetales,Spizellomycetaceae,NA,NA
3292,Sporidiobolus pararoseus,21.29,Sporidiobolus,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,NA,NA
3293,Sporidiobolus pararoseus,21.29,Sporidiobolus,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,NA,NA
3294,Sporidiobolus pararoseus,21.29,Sporidiobolus,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,NA,NA
3295,Sporidiobolus salmonicolor,20.53,Sporidiobolus,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,NA,NA
3296,Sporisorium graminicola,19.57,Sporisorium,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,NA,NA
3297,Sporisorium reilianum,18.43,Sporisorium,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,NA,NA
3298,Sporisorium scitamineum,19.84,Sporisorium,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,NA,NA
3299,Sporobolomyces roseus,19.72,Sporobolomyces,Basidiomycota,Microbotryomycetes,Sporidiobolales,Not assigned,NA,NA
3300,Sporobolomyces roseus,19.72,Sporobolomyces,Basidiomycota,Microbotryomycetes,Sporidiobolales,Not assigned,NA,NA
3301,Sporodiniella umbellata,26.24,Sporodiniella,Mucoromycota,Mucoromycetes,Mucorales,Not assigned,Obligate association,Patotroph
3302,Sporodiniella umbellata,26.24,Sporodiniella,Mucoromycota,Mucoromycetes,Mucorales,Not assigned,Obligate association,Patotroph
3303,Sporopachydermia lactativora,16.11,Sporopachydermia,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,NA,NA
3304,Sporopachydermia quercuum,16.41,Sporopachydermia,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,NA,NA
3305,Sporormia fimetaria,25.89,Sporormia,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,NA,NA
3306,Sporothrix brasiliensis,33.2,Sporothrix,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,NA,NA
3307,Sporothrix brunneoviolacea,37.8,Sporothrix,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,NA,NA
3308,Sporothrix brunneoviolacea,37.8,Sporothrix,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,NA,NA
3309,Sporothrix curviconia,35.1,Sporothrix,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,NA,NA
3310,Sporothrix curviconia,35.1,Sporothrix,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,NA,NA
3311,Sporothrix dimorphospora,39.1,Sporothrix,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,NA,NA
3312,Sporothrix dimorphospora,39.1,Sporothrix,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,NA,NA
3313,Sporothrix epigloea,22.04,Sporothrix,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,NA,NA
3314,Sporothrix epigloea,22.04,Sporothrix,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,NA,NA
3315,Sporothrix globosa,33.725,Sporothrix,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,NA,NA
3316,Sporothrix humicola,40.7,Sporothrix,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,NA,NA
3317,Sporothrix inflata,39.5,Sporothrix,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Facultative association,Pathotroph
3318,Sporothrix inflata,39.5,Sporothrix,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Facultative association,Pathotroph
3319,Sporothrix insectorum,34.72,Sporothrix,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,NA,NA
3320,Sporothrix mexicana,43.7,Sporothrix,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,NA,NA
3321,Sporothrix pallida,38.405,Sporothrix,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,NA,NA
3322,Sporothrix phasma,30.59,Sporothrix,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,NA,NA
3323,Sporothrix phasma,30.59,Sporothrix,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,NA,NA
3324,Sporothrix polyporicola,30.21,Sporothrix,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,NA,NA
3325,Sporothrix polyporicola,30.21,Sporothrix,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,NA,NA
3326,Sporothrix protearum,38.77,Sporothrix,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,NA,NA
3327,Sporothrix schenckii,32.62,Sporothrix,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,B_Opportunistic association,Pathotroph-Saprotroph
3328,Sporothrix schenckii,32.62,Sporothrix,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,B_Opportunistic association,Pathotroph-Saprotroph
3329,Stachybotrys chartarum,37.32,Stachybotrys,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,AFree living,Saprotroph
3330,Stachybotrys echinatus,43.68,Stachybotrys,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,NA,NA
3331,Stagonosporopsis cucurbitacearum,33.45,Stagonosporopsis,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,NA,NA
3332,Stagonosporopsis cucurbitacearum,33.45,Stagonosporopsis,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,NA,NA
3333,Stagonosporopsis tanaceti,40.06,Stagonosporopsis,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Facultative association,Patotroph
3334,Stanjemonium grisellum,33,Stanjemonium,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,NA,NA
3335,Starmera amethionina,11.9,Starmera,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
3336,Starmera quercuum,11.75,Starmera,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
3337,Starmera stellimalicola,10.86,Starmera,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
3338,Starmerella apicola,9.815,Starmerella,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
3339,Starmerella bacillaris,9.31,Starmerella,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
3340,Starmerella bombicola,9.61,Starmerella,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
3341,Starmerella davenportii,9.37,Starmerella,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
3342,Starmerella floricola,10.57,Starmerella,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
3343,Starmerella geochares,10.1,Starmerella,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
3344,Starmerella gropengiesseri,8.78,Starmerella,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
3345,Starmerella kuoi,9.91,Starmerella,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
3346,Starmerella magnoliae,9.8,Starmerella,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
3347,Starmerella riodocensis,10.22,Starmerella,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
3348,Starmerella sorbosivorans,10.36,Starmerella,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
3349,Starmerella vaccinii,10.33,Starmerella,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
3350,Steccherinum ochraceum,35.27,Steccherinum,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Facultative association,Pathotroph
3351,Stemphylium lycopersici,34.98,Stemphylium,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Facultative association,Pathotroph
3352,Stemphylium vesicarium,39.2,Stemphylium,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Facultative association,Pathotroph
3353,Stemphylium vesicarium,39.2,Stemphylium,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Facultative association,Pathotroph
3354,Stenocarpella maydis,54.77,Stenocarpella,Ascomycota,Sordariomycetes,Diaporthales,Not assigned,Facultative association,Pathotroph
3355,Stenocarpella maydis,54.77,Stenocarpella,Ascomycota,Sordariomycetes,Diaporthales,Not assigned,Facultative association,Pathotroph
3356,Stenocarpella maydis,54.77,Stenocarpella,Ascomycota,Sordariomycetes,Diaporthales,Not assigned,Facultative association,Pathotroph
3357,Stereum hirsutum,46.51,Stereum,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,AFree living,Saprotroph
3358,Sterigmatomyces hyphaenes,17.89,Sterigmatomyces,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Agaricostilbaceae,NA,NA
3359,Stomiopeltis betulae,37.55,Stomiopeltis,Ascomycota,Dothideomycetes,Microthyriales,Micropeltidaceae,NA,NA
3360,Strobilomyces confusus,84.44,Strobilomyces,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,NA,NA
3361,Strobilomyces strobilaceus,88.11,Strobilomyces,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,NA,NA
3362,Stromatinia cepivora,56,Stromatinia,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,NA,NA
3363,Stropharia rugosoannulata,50.41,Stropharia,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,AFree living,Saprotroph
3364,Strossmayeria basitricha,36.67,Strossmayeria,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
3365,Stylonectria norvegica,35.09,Stylonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
3366,Stylonectria purtonii,35.91,Stylonectria,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA
3367,Stylopage hadra,55.95,Stylopage,Zoopagomycota,Zoopagomycetes,Zoopagales,Zoopagaceae,NA,NA
3368,Sugiyamaella americana,16.48,Sugiyamaella,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,NA,NA
3369,Sugiyamaella lignohabitans,15.94,Sugiyamaella,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,NA,NA
3370,Suhomyces canberraensis,14.81,Suhomyces,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
3371,Suhomyces emberorum,13.52,Suhomyces,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
3372,Suhomyces pyralidae,12.46,Suhomyces,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
3373,Suhomyces tanzawaensis,13.14,Suhomyces,Ascomycota,Saccharomycetes,Saccharomycetales,Not assigned,NA,NA
3374,Suillellus luridus,71.02,Suillellus,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,NA,NA
3375,Suillellus queletii,73.22,Suillellus,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,NA,NA
3376,Suillus acidus,47.615,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3377,Suillus alpinus,37.93,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3378,Suillus americanus,83.845,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3379,Suillus bovinus,55.1,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3380,Suillus brevipes,53.715,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3381,Suillus cavipes,46.53,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3382,Suillus collinitus,77.97,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3383,Suillus cothurnatus,80.99,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3384,Suillus decipiens,62.78,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3385,Suillus fuscotomentosus,79.66,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3386,Suillus granulatus,60.23,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3387,Suillus grevillei,56.96,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3388,Suillus hirtellus,49.94,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3389,Suillus kaibabensis,49.97,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3390,Suillus lakei,79.75,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3391,Suillus luteus,46.95,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3392,Suillus occidentalis,57.96,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3393,Suillus ochraceoroseus,71.52,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3394,Suillus placidus,50.5,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3395,Suillus plorans,51.86,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3396,Suillus punctipes,48.71,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3397,Suillus pungens,35.63,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3398,Suillus quiescens,44.53,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3399,Suillus spraguei,57.36,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3400,Suillus subaureus,57.66,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3401,Suillus tomentosus,55.31,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3402,Suillus tomentosus,55.31,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3403,Suillus tridentinus,65.31,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3404,Suillus viscidus,62.4,Suillus,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,NA,NA
3405,Sutorius brunneissimus,49.87,Sutorius,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,NA,NA
3406,Sutorius magnificus,39.48,Sutorius,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,NA,NA
3407,Sydowiella fenestrans,17.1,Sydowiella,Ascomycota,Sordariomycetes,Diaporthales,Sydowiellaceae,NA,NA
3408,Symbiotaphrina buchneri,23.71,Symbiotaphrina,Ascomycota,Not assigned,Not assigned,Not assigned,NA,NA
3409,Symbiotaphrina kochii,24.83,Symbiotaphrina,Ascomycota,Not assigned,Not assigned,Not assigned,NA,NA
3410,Symbiotaphrina microtheca,25.27,Symbiotaphrina,Ascomycota,Not assigned,Not assigned,Not assigned,NA,NA
3411,Symbiotaphrina microtheca,25.27,Symbiotaphrina,Ascomycota,Not assigned,Not assigned,Not assigned,NA,NA
3412,Symmetrospora coprosmae,20.21,Symmetrospora,Basidiomycota,Cystobasidiomycetes,Not assigned,Symmetrosporaceae,NA,NA
3413,Symmetrospora gracilis,20,Symmetrospora,Basidiomycota,Cystobasidiomycetes,Not assigned,Symmetrosporaceae,NA,NA
3414,Symphyosirinia angelicae,169.1,Symphyosirinia,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
3415,Symphyosirinia clematidis,220.02,Symphyosirinia,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
3416,Syncephalastrum monosporum,29.57,Syncephalastrum,Mucoromycota,Mucoromycetes,Mucorales,Syncephalastraceae,NA,NA
3417,Syncephalastrum racemosum,30.16,Syncephalastrum,Mucoromycota,Mucoromycetes,Mucorales,Syncephalastraceae,Facultative association,Patotroph
3418,Syncephalastrum racemosum,30.16,Syncephalastrum,Mucoromycota,Mucoromycetes,Mucorales,Syncephalastraceae,Facultative association,Patotroph
3419,Syncephalis fuscata,29.36,Syncephalis,Zoopagomycota,Zoopagomycetes,Zoopagales,Piptocephalidaceae,NA,NA
3420,Syncephalis plumigaleata,32.91,Syncephalis,Zoopagomycota,Zoopagomycetes,Zoopagales,Piptocephalidaceae,NA,NA
3421,Syncephalis pseudoplumigaleata,16.27,Syncephalis,Zoopagomycota,Zoopagomycetes,Zoopagales,Piptocephalidaceae,NA,NA
3422,Synchytrium endobioticum,15.59,Synchytrium,Chytridiomycota,Chytridiomycetes,Chytridiales,Synchytriaceae,NA,NA
3423,Synchytrium microbalum,26.24,Synchytrium,Chytridiomycota,Chytridiomycetes,Chytridiales,Synchytriaceae,NA,NA
3424,Taiwanofungus camphoratus,31.71,Taiwanofungus,Basidiomycota,Agaricomycetes,Polyporales,Not assigned,NA,NA
3425,Talaromyces aculeatus,37.27,Talaromyces,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
3426,Talaromyces adpressus,36.11,Talaromyces,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
3427,Talaromyces amestolkiae,33.72,Talaromyces,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
3428,Talaromyces atroroseus,30.86,Talaromyces,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
3429,Talaromyces borbonicus,27.05,Talaromyces,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
3430,Talaromyces cellulolyticus,37.47,Talaromyces,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
3431,Talaromyces funiculosus,28.49,Talaromyces,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Facultative association,Pathotroph
3432,Talaromyces islandicus,34.72,Talaromyces,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
3433,Talaromyces leycettanus,25.95,Talaromyces,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
3434,Talaromyces leycettanus,25.95,Talaromyces,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
3435,Talaromyces leycettanus,25.95,Talaromyces,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
3436,Talaromyces marneffei,28.245,Talaromyces,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,B_Opportunistic association,Pathotroph
3437,Talaromyces marneffei,28.245,Talaromyces,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,B_Opportunistic association,Pathotroph
3438,Talaromyces minioluteus,30,Talaromyces,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
3439,Talaromyces piceae,26.56,Talaromyces,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
3440,Talaromyces pinophilus,35.88,Talaromyces,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
3441,Talaromyces proteolyticus,37.61,Talaromyces,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
3442,Talaromyces purpureogenus,38.85,Talaromyces,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
3443,Talaromyces rugulosus,35.76,Talaromyces,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Facultative association,Pathotroph
3444,Talaromyces stipitatus,35.69,Talaromyces,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
3445,Talaromyces stipitatus,35.69,Talaromyces,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
3446,Talaromyces stollii,34.46,Talaromyces,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
3447,Talaromyces verruculosus,37.63,Talaromyces,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Plant,Patotroph
3448,Talaromyces wortmannii,38.59,Talaromyces,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
3449,Talaromyces wortmannii,38.59,Talaromyces,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,NA,NA
3450,Tapesia cinerella,49.69,Tapesia,Ascomycota,Leotiomycetes,Helotiales,Not assigned,NA,NA
3451,Tapesia fusca,66.78,Tapesia,Ascomycota,Leotiomycetes,Helotiales,Not assigned,NA,NA
3452,Tapesia lividofusca,79.9,Tapesia,Ascomycota,Leotiomycetes,Helotiales,Not assigned,NA,NA
3453,Tapesia strobilicola,69.16,Tapesia,Ascomycota,Leotiomycetes,Helotiales,Not assigned,NA,NA
3454,Taphrina betulina,12.53,Taphrina,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,NA,NA
3455,Taphrina communis,13.94,Taphrina,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,NA,NA
3456,Taphrina confusa,13.32,Taphrina,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,NA,NA
3457,Taphrina deformans,13.39,Taphrina,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Plant,Pathotroph
3458,Taphrina flavorubra,15.73,Taphrina,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,NA,NA
3459,Taphrina jaczewskii,13.32,Taphrina,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,NA,NA
3460,Taphrina populina,12,Taphrina,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,NA,NA
3461,Taphrina pruni,14.27,Taphrina,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Plant,Patotroph
3462,Taphrina wiesneri,13.08,Taphrina,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,NA,NA
3463,Tapinella atrotomentosa,51.25,Tapinella,Basidiomycota,Agaricomycetes,Boletales,Tapinellaceae,AFree living,Saprotroph
3464,Tapinella panuoides,51.6,Tapinella,Basidiomycota,Agaricomycetes,Boletales,Tapinellaceae,NA,NA
3465,Tarzetta catinus,158.46,Tarzetta,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
3466,Tarzetta cupularis,161.31,Tarzetta,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,NA,NA
3467,Tatraea dumbirensis,53.01,Tatraea,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
3468,Taxomyces andreanae,43.15,Taxomyces,Ascomycota,Not assigned,Not assigned,Not assigned,NA,NA
3469,Tephrocybe atrata,64.9,Tephrocybe,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,NA,NA
3470,Teratosphaeria destructans,28.98,Teratosphaeria,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Facultative association,Patotroph
3471,Teratosphaeria gauchensis,30.29,Teratosphaeria,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Plant,Patotroph
3472,Teratosphaeria pseudoeucalypti,27.94,Teratosphaeria,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Facultative association,Patotroph
3473,Teratosphaeria zuluensis,28.83,Teratosphaeria,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,NA,NA
3474,Terfezia boudieri,63.23,Terfezia,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,NA,NA
3475,Terfezia claveryi,74.47,Terfezia,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,NA,NA
