State_canonical_name,State_Alien_Status,APC_name,APC_canonical_name,APC_Alien_Status,APC_Authorship,taxa_status,Status_comparison,Unified_status,establishment_means,degree_of_establishment
Digitaria sanguinalis,introduced,Digitaria sanguinalis (L.) Scop.,Digitaria sanguinalis,naturalised,(L.) Scop.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Dillwynia phylicoides,native,Dillwynia phylicoides A.Cunn.,Dillwynia phylicoides,native,A.Cunn.,accepted,Similar for the state flora and the APC,native,native,native
Dillwynia prostrata,native,Dillwynia prostrata Blakely,Dillwynia prostrata,native,Blakely,accepted,Similar for the state flora and the APC,native,native,native
Dillwynia sericea,native,Dillwynia sericea A.Cunn.,Dillwynia sericea,native,A.Cunn.,accepted,Similar for the state flora and the APC,native,native,native
Dillwynia sieberi,native,Dillwynia sieberi Steud.,Dillwynia sieberi,native,Steud.,accepted,Similar for the state flora and the APC,native,native,native
Dillwynia sp. Yetholme (P.C.Jobson 5080),native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Dimorphotheca ecklonis,introduced,Dimorphotheca ecklonis DC.,Dimorphotheca ecklonis,doubtfully naturalised,DC.,accepted,"According to the state flora is introduced, while according to the APC is doubtfully naturalised",doubtfully naturalised,introduced,established
Diplachne fusca subsp. fusca,doubtfully naturalised,Diplachne fusca (L.) P.Beauv. ex Roem. & Schult. subsp. fusca,Diplachne fusca subsp. fusca,doubtfully naturalised,NA,accepted,Similar for the state flora and the APC,doubtfully naturalised,introduced,established
Diplazium australe,native,Diplazium australe (R.Br.) N.A.Wakef.,Diplazium australe,NA,(R.Br.) N.A.Wakef.,accepted,Not recorded on the APC as present in this state,native,native,native
Diplodium aestivum,native,Pterostylis aestiva D.L.Jones,Pterostylis aestiva,native,D.L.Jones,nomenclatural synonym,Similar for the state flora and the APC,native,native,native
Diplodium atrans,native,Pterostylis atrans D.L.Jones,Pterostylis atrans,native,D.L.Jones,nomenclatural synonym,Similar for the state flora and the APC,native,native,native
Diplodium coccinum,native,Pterostylis coccina Fitzg.,Pterostylis coccina,native,Fitzg.,nomenclatural synonym,Similar for the state flora and the APC,native,native,native
Diplodium decurvum,native,Pterostylis decurva R.S.Rogers,Pterostylis decurva,native,R.S.Rogers,nomenclatural synonym,Similar for the state flora and the APC,native,native,native
Diplodium fischiorum,native,Pterostylis fischiorum Nicholls,Pterostylis fischiorum,native,Nicholls,nomenclatural synonym,Similar for the state flora and the APC,native,native,native
Diplodium laxum,native,Pterostylis laxa Blackmore,Pterostylis laxa,native,Blackmore,nomenclatural synonym,Similar for the state flora and the APC,native,native,native
Diplodium revolutum,native,Pterostylis revoluta R.Br.,Pterostylis revoluta,native,R.Br.,nomenclatural synonym,Similar for the state flora and the APC,native,native,native
Diplodium truncatum,native,Pterostylis truncata Fitzg.,Pterostylis truncata,native,Fitzg.,nomenclatural synonym,Similar for the state flora and the APC,native,native,native
Diplotaxis tenuifolia,doubtfully naturalised,Diplotaxis tenuifolia (L.) DC.,Diplotaxis tenuifolia,NA,(L.) DC.,accepted,Not recorded on the APC as present in this state,doubtfully naturalised,introduced,established
Dipodium hamiltonianum,native,Dipodium hamiltonianum F.M.Bailey,Dipodium hamiltonianum,native,F.M.Bailey,accepted,Similar for the state flora and the APC,native,native,native
Dipodium punctatum,native,Dipodium punctatum (Sm.) R.Br.,Dipodium punctatum,native,(Sm.) R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Dipodium roseum,native,Dipodium roseum D.L.Jones & M.A.Clem.,Dipodium roseum,native,D.L.Jones & M.A.Clem.,accepted,Similar for the state flora and the APC,native,native,native
Discaria pubescens,native,Discaria pubescens (Brongn.) Druce,Discaria pubescens,native,(Brongn.) Druce,accepted,Similar for the state flora and the APC,native,native,native
Dittrichia graveolens,introduced,Dittrichia graveolens (L.) Greuter,Dittrichia graveolens,naturalised,(L.) Greuter,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Diuris behrii,native,Diuris behrii Schltdl.,Diuris behrii,native,Schltdl.,accepted,Similar for the state flora and the APC,native,native,native
Diuris chryseopsis,native,Diuris chryseopsis D.L.Jones,Diuris chryseopsis,native,D.L.Jones,accepted,Similar for the state flora and the APC,native,native,native
Diuris chryseopsis x Diuris pardina,native,Diuris chryseopsis D.L.Jones x Diuris pardina Lindl.,Diuris chryseopsis x Diuris pardina,native,D.L.Jones x Diuris pardina Lindl.,accepted,Similar for the state flora and the APC,native,native,native
Diuris dendrobioides,native,Diuris dendrobioides Fitzg.,Diuris dendrobioides,native,Fitzg.,accepted,Similar for the state flora and the APC,native,native,native
Diuris monticola,native,Diuris monticola D.L.Jones,Diuris monticola,native,D.L.Jones,accepted,Similar for the state flora and the APC,native,native,native
Diuris monticola x Diuris semilunulata,native,Diuris monticola D.L.Jones x Diuris semilunulata Messmer,Diuris monticola x Diuris semilunulata,native,D.L.Jones x Diuris semilunulata Messmer,accepted,Similar for the state flora and the APC,native,native,native
Diuris nigromontana,native,Diuris nigromontana D.L.Jones,Diuris nigromontana,native,D.L.Jones,accepted,Similar for the state flora and the APC,native,native,native
Diuris pardina,native,Diuris pardina Lindl.,Diuris pardina,native,Lindl.,accepted,Similar for the state flora and the APC,native,native,native
Diuris punctata var. punctata,native,Diuris punctata Sm. var. punctata,Diuris punctata var. punctata,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Diuris semilunulata,native,Diuris semilunulata Messmer,Diuris semilunulata,native,Messmer,accepted,Similar for the state flora and the APC,native,native,native
Diuris subalpina,native,Diuris subalpina D.L.Jones,Diuris subalpina,native,D.L.Jones,accepted,Similar for the state flora and the APC,native,native,native
Diuris sulphurea,native,Diuris sulphurea R.Br.,Diuris sulphurea,native,R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Dodonaea triangularis,introduced,Dodonaea triangularis Lindl.,Dodonaea triangularis,NA,Lindl.,accepted,Not recorded on the APC as present in this state,introduced,introduced,not enough information to assign degree of establishment
Dodonaea viscosa subsp. angustissima,native,Dodonaea viscosa subsp. angustissima (DC.) J.G.West,Dodonaea viscosa subsp. angustissima,native,(DC.) J.G.West,accepted,Similar for the state flora and the APC,native,native,native
Dodonaea viscosa subsp. spatulata,native,Dodonaea viscosa subsp. spatulata (Sm.) J.G.West,Dodonaea viscosa subsp. spatulata,native,(Sm.) J.G.West,accepted,Similar for the state flora and the APC,native,native,native
Dodonaea viscosa subsp. spatulata - subsp. cuneata intergrade,native,NA,NA,NA,NA,NA,Not listed on the APC with the name appearing on the state flora,native,native,native
Doodia australis,native,Blechnum parrisiae Christenh.,Blechnum parrisiae,native,Christenh.,taxonomic synonym,Similar for the state flora and the APC,native,native,native
Drabastrum alpestre,native,Drabastrum alpestre (F.Muell.) O.E.Schulz,Drabastrum alpestre,native,(F.Muell.) O.E.Schulz,accepted,Similar for the state flora and the APC,native,native,native
Drosera auriculata,native,Drosera auriculata Backh. ex Planch.,Drosera auriculata,native,Backh. ex Planch.,accepted,Similar for the state flora and the APC,native,native,native
Drosera peltata,native,Drosera peltata Thunb.,Drosera peltata,native,Thunb.,accepted,Similar for the state flora and the APC,native,native,native
Drymophila cyanocarpa,native,Drymophila cyanocarpa R.Br.,Drymophila cyanocarpa,native,R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Dysphania ambrosioides,introduced,Dysphania ambrosioides (L.) Mosyakin & Clemants,Dysphania ambrosioides,naturalised,(L.) Mosyakin & Clemants,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Dysphania glomulifera subsp. glomulifera,native,Dysphania glomulifera (Nees) Paul G.Wilson subsp. glomulifera,Dysphania glomulifera subsp. glomulifera,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Dysphania multifida,introduced,Dysphania multifida (L.) Mosyakin & Clemants,Dysphania multifida,naturalised,(L.) Mosyakin & Clemants,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Dysphania pumilio,native,Dysphania pumilio (R.Br.) Mosyakin & Clemants,Dysphania pumilio,native,(R.Br.) Mosyakin & Clemants,accepted,Similar for the state flora and the APC,native,native,native
Echinochloa colona,doubtfully naturalised,Echinochloa colona (L.) Link,Echinochloa colona,NA,(L.) Link,accepted,Not recorded on the APC as present in this state,doubtfully naturalised,introduced,established
Echinochloa crus-galli,introduced,Echinochloa crus-galli (L.) P.Beauv.,Echinochloa crus-galli,naturalised,(L.) P.Beauv.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Echinochloa esculenta,doubtfully naturalised,Echinochloa esculenta (A.Braun) H.Scholz,Echinochloa esculenta,doubtfully naturalised,(A.Braun) H.Scholz,accepted,Similar for the state flora and the APC,doubtfully naturalised,introduced,established
Echinopogon caespitosus var. caespitosus,native,Echinopogon caespitosus C.E.Hubb. var. caespitosus,Echinopogon caespitosus var. caespitosus,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Echinopogon cheelii,native,Echinopogon cheelii C.E.Hubb.,Echinopogon cheelii,native,C.E.Hubb.,accepted,Similar for the state flora and the APC,native,native,native
Echinopogon ovatus,native,Echinopogon ovatus (G.Forst.) P.Beauv.,Echinopogon ovatus,native,(G.Forst.) P.Beauv.,accepted,Similar for the state flora and the APC,native,native,native
Echium plantagineum,introduced,Echium plantagineum L.,Echium plantagineum,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Echium vulgare,introduced,Echium vulgare L.,Echium vulgare,naturalised,L.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Egeria densa,introduced,Egeria densa Planch.,Egeria densa,naturalised,Planch.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Ehrharta calycina,formerly naturalised,Ehrharta calycina Sm.,Ehrharta calycina,doubtfully naturalised,Sm.,accepted,"According to the state flora is formerly naturalised, while according to the APC is doubtfully naturalised",doubtfully naturalised,introduced,established
Ehrharta erecta var. erecta,introduced,Ehrharta erecta Lam. var. erecta,Ehrharta erecta var. erecta,naturalised,NA,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Ehrharta longiflora,introduced,Ehrharta longiflora Sm.,Ehrharta longiflora,doubtfully naturalised,Sm.,accepted,"According to the state flora is introduced, while according to the APC is doubtfully naturalised",doubtfully naturalised,introduced,established
Einadia hastata,native,Einadia hastata (R.Br.) A.J.Scott,Einadia hastata,native,(R.Br.) A.J.Scott,accepted,Similar for the state flora and the APC,native,native,native
Einadia nutans subsp. nutans,native,Einadia nutans (R.Br.) A.J.Scott subsp. nutans,Einadia nutans subsp. nutans,native,NA,accepted,Similar for the state flora and the APC,native,native,native
Elatine gratioloides,native,Elatine gratioloides A.Cunn.,Elatine gratioloides,native,A.Cunn.,accepted,Similar for the state flora and the APC,native,native,native
Eleocharis acuta,native,Eleocharis acuta R.Br.,Eleocharis acuta,native,R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Eleocharis atricha,native,Eleocharis atricha R.Br.,Eleocharis atricha,native,R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Eleocharis equisetina,native,Eleocharis equisetina J.Presl & C.Presl,Eleocharis equisetina,native,J.Presl & C.Presl,accepted,Similar for the state flora and the APC,native,native,native
Eleocharis gracilis,native,Eleocharis gracilis R.Br.,Eleocharis gracilis,native,R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Eleocharis pusilla,native,Eleocharis pusilla R.Br.,Eleocharis pusilla,native,R.Br.,accepted,Similar for the state flora and the APC,native,native,native
Eleocharis sphacelata,native,Eleocharis sphacelata R.Br.,Eleocharis sphacelata,NA,R.Br.,accepted,Not recorded on the APC as present in this state,native,native,native
Eleusine indica,introduced,Eleusine indica (L.) Gaertn.,Eleusine indica,naturalised,(L.) Gaertn.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Eleusine tristachya,introduced,Eleusine tristachya (Lam.) Lam.,Eleusine tristachya,naturalised,(Lam.) Lam.,accepted,"According to the state flora is introduced, while according to the APC is naturalised",naturalised,introduced,established
Elytrigia repens,doubtfully naturalised,Elytrigia repens (L.) Desv. ex Nevski,Elytrigia repens,doubtfully naturalised,(L.) Desv. ex Nevski,accepted,Similar for the state flora and the APC,doubtfully naturalised,introduced,established
