Site,Plot,reads_samp,Fire_Treatment,Tube,weight_mg,Sample_Type,Samplename_ITS,sample_num,barcode,OTU,count,resampled_count,resampled_date,kingdom,phylum,class,order,family,genus,species,n,score,SH_species,SH_gb_acc,SH_sh_acc,SH_type,identity,coverage,trophicMode,guild,confidenceRanking,growthForm,trait,notes,citationSource,unite_db_version,date_assigned,qbit_DNA_conc_ng_uL,guild2,exploration_type,Ecm_lineage,myco_reads,burn_reads,RA_samp,RA_total_reads,RA_total_Burn
WAMESPShrubl01,WASP04,8576,U,41,250,Soil,SMM0141,141,SMM0141-POW14852A41-AAGKYY3M5,ITSall_OTUb_87,196,16,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Scleroderma,NA,1,1,Scleroderma_areolatum,EU718116,SH1172048.08FU,reps_singleton,0.945833333333333,0.954166666666667,Symbiotroph,Ectomycorrhizal,Highly Probable,Gasteroid,NULL,Common name - puffball,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,EctoMycorrhizal,long-distance,/pisolithus-scleroderma,317180,112731,0.0228544776119403,6.179456460054228e-4,0.001738652189725985
WAMESPShrubl01,WASP04,8576,U,41,250,Soil,SMM0141,141,SMM0141-POW14852A41-AAGKYY3M5,ITSall_OTUc_538,388,31,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,2,1,Cortinarius_sp,MG553144,SH1505983.08FU,reps,0.984848484848485,0.994949494949495,Symbiotroph,Ectomycorrhizal,Highly Probable,Agaricoid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:16 2021,NA,EctoMycorrhizal,medium-distance_fringe,/cortinarius,317180,112731,0.045242537313432835,0.001223280156378082,0.00344182168170246
WAMESPShrubl01,WASP04,8576,U,41,250,Soil,SMM0141,141,SMM0141-POW14852A41-AAGKYY3M5,ITSall_OTUa_24,87,13,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Descomyces,Descomyces_albus,1,1,Descomyces_albus,KY081714,SH1514060.08FU,reps,1,1,Symbiotroph,Ectomycorrhizal,Highly Probable,Gasteroid,Hypogeous,Common name - false truffle,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:16 2021,NA,EctoMycorrhizal,short-distance_delicate,/descolea,317180,112731,0.010144589552238806,2.742922000126111e-4,7.717486760518402e-4
WAMESPShrubl01,WASP04,8576,U,41,250,Soil,SMM0141,141,SMM0141-POW14852A41-AAGKYY3M5,ITSall_OTUj_1730,17,2,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,NA,3,1,Serendipita_vermifera,FN663142,SH1544475.08FU,refs,0.96,0.995,Symbiotroph,Orchid Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); Weiß M, et al. 2016. New Phytologist 211:20-40 ((https://doi.org/10.1111/nph.13977))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:44 2021,NA,Orchid Mycorrhizal,NA,NA,317180,112731,0.001982276119402985,5.3597326439245856e-5,1.5080146543541706e-4
WAMESPShrubl01,WASP04,8576,U,41,250,Soil,SMM0141,141,SMM0141-POW14852A41-AAGKYY3M5,ITSall_OTUj_665,792,68,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius_xenosma,1,1,Cortinarius_xenosma,JX000358,SH1504104.08FU,refs,1,1,Symbiotroph,Ectomycorrhizal,Highly Probable,Agaricoid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,EctoMycorrhizal,medium-distance_fringe,/cortinarius,317180,112731,0.09235074626865672,0.002497004855287219,0.007025574154402959
WAMESPShrubl01,WASP04,8576,U,41,250,Soil,SMM0141,141,SMM0141-POW14852A41-AAGKYY3M5,ITSall_OTUa_9251,12,0,NA,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,NA,11,0.916666666666667,Laccaria_sp,GQ921752,SH1553078.08FU,reps,0.975845410628019,0.990338164251208,Symbiotroph,Ectomycorrhizal,Highly Probable,Agaricoid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:44 2021,NA,EctoMycorrhizal,short-distance_delicate,/laccaria,317180,112731,0.0013992537313432835,3.783340689829119e-5,1.0644809324852969e-4
WAMESPShrubl01,WASP04,8576,U,41,250,Soil,SMM0141,141,SMM0141-POW14852A41-AAGKYY3M5,ITSall_OTUg_86,17,1,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Descomyces,NA,3,0.75,Descomyces_sp,KP191855,SH1514073.08FU,reps,0.981735159817352,1,Symbiotroph,Ectomycorrhizal,Highly Probable,Gasteroid,Hypogeous,Common name - false truffle,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,EctoMycorrhizal,short-distance_delicate,/descolea,317180,112731,0.001982276119402985,5.3597326439245856e-5,1.5080146543541706e-4
WAMESPShrubl01,WASP04,8576,U,41,250,Soil,SMM0141,141,SMM0141-POW14852A41-AAGKYY3M5,ITSall_OTUj_7537,187,23,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,4,1,Cortinarius_sp,DQ328215,SH1142904.08FU,reps_singleton,0.995049504950495,1,Symbiotroph,Ectomycorrhizal,Highly Probable,Agaricoid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:44 2021,NA,EctoMycorrhizal,medium-distance_fringe,/cortinarius,317180,112731,0.021805037313432835,5.895705908317044e-4,0.0016588161197895876
WAMESPShrubl01,WASP04,8576,U,41,250,Soil,SMM0141,141,SMM0141-POW14852A41-AAGKYY3M5,ITSall_OTUj_9396,116,6,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,4,1,Russula_sp,DQ178933,SH1569771.08FU,reps,0.955947136563877,0.977973568281938,Symbiotroph,Ectomycorrhizal,Highly Probable,Agaricoid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:16 2021,NA,EctoMycorrhizal,contact,/russula-lactarius,317180,112731,0.013526119402985074,3.6572293335014817e-4,0.001028998234735787
WAMESPShrubl01,WASP04,8576,U,41,250,Soil,SMM0141,141,SMM0141-POW14852A41-AAGKYY3M5,ITSall_OTUm_3610,97,10,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Clavulinaceae,Clavulina,NA,5,1,Clavulina_sp,KY774032,SH1173461.08FU,reps_singleton,0.966942148760331,0.991735537190083,Symbiotroph,Ectomycorrhizal,Highly Probable,Clavarioid,NULL,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 15:55:31 2021,NA,EctoMycorrhizal,contact,/clavulina,317180,112731,0.011310634328358209,3.058200390945205e-4,8.60455420425615e-4
WAMESPShrubl01,WASP04,8576,U,41,250,Soil,SMM0141,141,SMM0141-POW14852A41-AAGKYY3M5,ITSall_OTUj_15059,13,2,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,2,1,Cortinarius_sp,KP191872,SH1185876.08FU,reps_singleton,0.990147783251232,1,Symbiotroph,Ectomycorrhizal,Highly Probable,Agaricoid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:44 2021,NA,EctoMycorrhizal,medium-distance_fringe,/cortinarius,317180,112731,0.001515858208955224,4.098619080648212e-5,1.1531876768590716e-4
WAMESPShrubl01,WASP04,8576,U,41,250,Soil,SMM0141,141,SMM0141-POW14852A41-AAGKYY3M5,ITSall_OTUm_13336,31,3,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,1,1,Cortinarius_sp,MG553144,SH1505983.08FU,reps,0.960591133004926,0.980295566502463,Symbiotroph,Ectomycorrhizal,Highly Probable,Agaricoid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 15:55:31 2021,NA,EctoMycorrhizal,medium-distance_fringe,/cortinarius,317180,112731,0.0036147388059701493,9.773630115391891e-5,2.749909075587017e-4
WAMESPShrubl01,WASP04,8576,U,41,250,Soil,SMM0141,141,SMM0141-POW14852A41-AAGKYY3M5,ITSall_OTUj_165,23,2,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,4,1,Thelephoraceae_sp,DQ672297,SH1141098.08FU,reps_singleton,0.91705069124424,0.995391705069124,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,Clavarioid,NULL,Included due to manual confirmation,"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,EctoMycorrhizal,NA,NA,317180,112731,0.002681902985074627,7.251402988839145e-5,2.040255120596819e-4
WAMESPShrubl01,WASP04,8576,U,41,250,Soil,SMM0141,141,SMM0141-POW14852A41-AAGKYY3M5,ITSall_OTUa_485,11,1,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,NA,NA,1,1,Fungi_sp,LC482607,SH3565124.08FU,reps_singleton,0.957142857142857,0.976190476190476,Pathotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite,Probable,Agaricoid,NULL,Included due to manual confirmation,"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:28:58 2021,NA,EctoMycorrhizal,NA,NA,317180,112731,0.0012826492537313433,3.4680622990100256e-5,9.757741881115221e-5
WAMESPShrubl01,WASP04,8576,U,41,250,Soil,SMM0141,141,SMM0141-POW14852A41-AAGKYY3M5,ITSall_OTUm_916,51,7,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,NA,NA,4,1,Hysterangiales_sp,UDB0766730,SH1654367.08FU,reps,0.966850828729282,0.994475138121547,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,Gasteroid,Hypogeous,Included due to manual confirmation,"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 15:55:31 2021,NA,EctoMycorrhizal,NA,NA,317180,112731,0.005946828358208955,1.6079197931773755e-4,4.5240439630625116e-4
WAMESPShrubl01,WASP04,8576,U,41,250,Soil,SMM0141,141,SMM0141-POW14852A41-AAGKYY3M5,ITSall_OTUa_68,471,52,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,3,1,Thelephoraceae_sp,GU187873,SH1502612.08FU,reps,0.995391705069124,1,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,Clavarioid,NULL,Included due to manual confirmation,"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,EctoMycorrhizal,NA,NA,317180,112731,0.05492070895522388,0.0014849612207579292,0.00417808766000479
WAMESPShrubl01,WASP04,8576,U,41,250,Soil,SMM0141,141,SMM0141-POW14852A41-AAGKYY3M5,ITSall_OTUj_1867,13,0,NA,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,3,1,Thelephoraceae_sp,JF960838,SH1502883.08FU,reps,1,1,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,Clavarioid,NULL,Included due to manual confirmation,"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:28:58 2021,NA,EctoMycorrhizal,NA,NA,317180,112731,0.001515858208955224,4.098619080648212e-5,1.1531876768590716e-4
WAMESPShrubl01,WASP04,8576,U,41,250,Soil,SMM0141,141,SMM0141-POW14852A41-AAGKYY3M5,ITSall_OTUa_3228,14,1,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,37,1,Tomentella_sp,UDB011104,SH1141122.08FU,reps_singleton,0.923076923076923,0.97737556561086,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,Clavarioid,NULL,Included due to manual confirmation,"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:17:18 2021,NA,EctoMycorrhizal,NA,NA,317180,112731,0.0016324626865671641,4.413897471467306e-5,1.2418944212328462e-4
WAMESPShrubl01,WASP04,8576,U,41,250,Soil,SMM0141,141,SMM0141-POW14852A41-AAGKYY3M5,ITSall_OTUj_383,30,1,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,1,1,Thelephoraceae_sp,UDB0265526,SH2610356.08FU,reps_singleton,1,1,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,Clavarioid,NULL,Included due to manual confirmation,"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,EctoMycorrhizal,NA,NA,317180,112731,0.003498134328358209,9.458351724572798e-5,2.661202331213242e-4
WAMESPShrubl01,WASP04,8576,U,41,250,Soil,SMM0141,141,SMM0141-POW14852A41-AAGKYY3M5,ITSall_OTUj_1399,274,26,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,NA,2,1,Amanita_sp,AY194968,SH1149553.08FU,reps_singleton,0.995145631067961,1,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,Agaricoid,NULL,Included due to manual confirmation,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Wolfe BE, et al. 2012. PLoS ONE 7:e39597 ((https://doi.org/10.1371/journal.pone.0039597)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)); http://en.wikipedia.org/wiki/List_of_deadly_fungi ((http://en.wikipedia.org/wiki/List_of_deadly_fungi))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,EctoMycorrhizal,contact,/amanita,317180,112731,0.03194962686567164,8.638627908443156e-4,0.002430564795841428
WAMESPShrubl01,WASP04,8576,U,41,250,Soil,SMM0141,141,SMM0141-POW14852A41-AAGKYY3M5,ITSall_OTUj_7379,118,9,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,NA,2,1,Amanita_sp,AY194967,SH1149554.08FU,reps_singleton,1,1,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,Agaricoid,NULL,Included due to manual confirmation,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Wolfe BE, et al. 2012. PLoS ONE 7:e39597 ((https://doi.org/10.1371/journal.pone.0039597)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)); http://en.wikipedia.org/wiki/List_of_deadly_fungi ((http://en.wikipedia.org/wiki/List_of_deadly_fungi))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:44 2021,NA,EctoMycorrhizal,contact,/amanita,317180,112731,0.013759328358208955,3.7202850116653004e-4,0.001046739583610542
WAMESPShrubl01,WASP05,6542,B,42,258.7,Soil,SMM0142,142,SMM0142-POW14852A42-AAGKYY3M5,ITSall_OTUa_13,18,1,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,NA,14,0.933333333333333,Laccaria_sp,GQ921752,SH1553078.08FU,reps,0.990243902439024,1,Symbiotroph,Ectomycorrhizal,Highly Probable,Agaricoid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,EctoMycorrhizal,short-distance_delicate,/laccaria,317180,204449,0.0027514521553041885,5.6750110347436785e-5,8.804151646620917e-5
WAMESPShrubl01,WASP05,6542,B,42,258.7,Soil,SMM0142,142,SMM0142-POW14852A42-AAGKYY3M5,ITSall_OTUf_540,14,0,NA,Fungi,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,Hysterangium,NA,1,1,Hysterangiales_sp,UDB0766730,SH1654367.08FU,reps,0.94475138121547,0.994475138121547,Symbiotroph,Ectomycorrhizal,Highly Probable,Gasteroid,Hypogeous,Common name - false truffle,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:44 2021,NA,EctoMycorrhizal,mat,/hysterangium,317180,204449,0.0021400183430143687,4.413897471467306e-5,6.84767350292738e-5
WAMESPShrubl01,WASP05,6542,B,42,258.7,Soil,SMM0142,142,SMM0142-POW14852A42-AAGKYY3M5,ITSall_OTUj_504,25,2,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius_walpolensis,1,1,Cortinarius_walpolensis,DQ328119,SH1505975.08FU,reps,1,1,Symbiotroph,Ectomycorrhizal,Highly Probable,Agaricoid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:28:58 2021,NA,EctoMycorrhizal,medium-distance_fringe,/cortinarius,317180,204449,0.0038214613268113726,7.881959770477331e-5,1.2227988398084608e-4
WAMESPShrubl01,WASP05,6542,B,42,258.7,Soil,SMM0142,142,SMM0142-POW14852A42-AAGKYY3M5,ITSall_OTUj_931,261,36,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,10,1,Cortinarius_sp,MG553137,SH1504014.08FU,reps,0.995049504950495,1,Symbiotroph,Ectomycorrhizal,Highly Probable,Agaricoid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:44 2021,NA,EctoMycorrhizal,medium-distance_fringe,/cortinarius,317180,204449,0.03989605625191073,8.228766000378334e-4,0.001276601988760033
WAMESPShrubl01,WASP05,6542,B,42,258.7,Soil,SMM0142,142,SMM0142-POW14852A42-AAGKYY3M5,ITSall_OTUa_831,51,9,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,NA,1,1,Serendipita_sp,KF061290,SH1556126.08FU,refs,0.995145631067961,1,Symbiotroph,Orchid Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); Weiß M, et al. 2016. New Phytologist 211:20-40 ((https://doi.org/10.1111/nph.13977))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:44 2021,NA,Orchid Mycorrhizal,NA,NA,317180,204449,0.0077957811066952,1.6079197931773755e-4,2.49450963320926e-4
WAMESPShrubl01,WASP05,6542,B,42,258.7,Soil,SMM0142,142,SMM0142-POW14852A42-AAGKYY3M5,ITSall_OTUa_242,61,11,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,1,1,Tomentella_sp,UDB000242,SH1528637.08FU,reps,0.981981981981982,0.990990990990991,Symbiotroph,Ectomycorrhizal,Highly Probable,Corticioid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:16 2021,NA,EctoMycorrhizal,medium-distance_smooth,/tomentella-thelephora,317180,204449,0.00932436563741975,1.923198183996469e-4,2.9836291691326443e-4
WAMESPShrubl01,WASP05,6542,B,42,258.7,Soil,SMM0142,142,SMM0142-POW14852A42-AAGKYY3M5,ITSall_OTUa_6100,26,6,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,NA,2,1,Cortinarius_sp,MG553052,SH1141922.08FU,reps_singleton,0.965686274509804,0.990196078431373,Symbiotroph,Ectomycorrhizal,Highly Probable,Agaricoid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:17:18 2021,NA,EctoMycorrhizal,medium-distance_fringe,/cortinarius,317180,204449,0.003974319779883827,8.197238161296424e-5,1.2717107934007992e-4
WAMESPShrubl01,WASP05,6542,B,42,258.7,Soil,SMM0142,142,SMM0142-POW14852A42-AAGKYY3M5,ITSall_OTUj_255,16,2,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Hysterangiales,Hysterangiaceae,Hysterangium,NA,2,1,Hysterangiales_sp,UDB0766730,SH1654367.08FU,reps,0.983333333333333,1,Symbiotroph,Ectomycorrhizal,Highly Probable,Gasteroid,Hypogeous,Common name - false truffle,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:16 2021,NA,EctoMycorrhizal,mat,/hysterangium,317180,204449,0.0024457352491592784,5.044454253105492e-5,7.82591257477415e-5
